,beta0,beta1,beta2,beta3,tau1,tau2
2022-12-19,1.048426351305449,156.567925000456,259.5741414172702,177.80103072699856,0.007381898457405835,0.007167460514541795
2022-12-20,1.0567452950432479,163.4205334555382,279.1582442769604,189.024312288169,0.006950621942691134,0.006741534100044067
2022-12-21,1.0480419833596857,163.7975437385533,272.52330668043436,188.88139919225233,0.007036124669253309,0.006819505559384914
2022-12-22,1.0468912273641826,170.89072164404567,272.72548596244235,196.20745781267942,0.006882917485552285,0.0066801000538193505
2022-12-23,1.0475234007090288,181.23129119601,276.98022075546294,205.22792915676348,0.006649219446001017,0.006443795332184285
2022-12-28,1.4418859192651075,72.82756393924522,-64.36319961929209,68.01439728177988,0.2028185107494843,-1.740561037113749e-05
2022-12-29,1.8369729667513939,-2.0825048219099327,-1.363266890285617,755.7324213020985,2.562610790655995,0.006053291653886481
2022-12-30,1.8351975595380017,-2.0771629135302776,-1.3704242529181045,760.116310930811,2.561849696834663,0.0060166095514644635
2023-01-03,1.8411275011005468,-2.067319438679117,-1.3875011429032182,872.1256011183893,2.6034767032681683,0.0052392681385884194
2023-01-04,1.8116713611241173,-2.037355379599638,-1.3584635671005418,853.5814315980164,2.583851291715726,0.00535227794958983
2023-01-05,1.8385077210185896,-2.0560122258044657,-1.3912221517459236,932.4913881118697,2.6286709495030336,0.004898006427047264
2023-01-06,1.833762760651847,-2.0463548730844594,-1.3860442837511362,979.9761423959295,2.647221793431318,0.004659405588978368
2023-01-09,1.8734831225538457,-2.0652002465562465,-1.44688022884631,1094.1186906328312,2.7191430538131507,0.004170112632050747
2023-01-10,1.8218913408773911,-1.5518478972848726,-3.719880222604439,867.4984221345749,1.01330100610104,0.00523367908885109
2023-01-11,1.7714478076576836,-1.5779761787638606,-3.4175230697422343,919.1436847213253,1.061570084048077,0.004943553200116882
2023-01-12,1.7530852586060686,-1.6182515714679224,-3.1932667793444898,1061.997635361768,1.1259616565036608,0.004280562580741344
2023-01-13,1.7481090438223796,-1.6617641046842024,-3.003353288725161,1185.1977028193753,1.1982341632895,0.0038369562575754465
2023-01-16,1.103856308356722,145.60759593244208,-124.91643166394219,-604.2710011201161,0.13339733278984311,-21149.109438706033
2023-01-17,1.7335628839016566,-1.917472548312644,-1.438429365327476,1535.452789021751,1.8842303343810414,0.002967376554284567
2023-01-18,1.7387011043775435,-1.9150814202081443,-1.3574272477334473,1647.1906315024708,2.0244607217457564,0.0027654350011667725
2024-11-26,1.283283165884748,73.49798867916054,181.17572614692924,107.85213126402041,0.01095109626425444,0.010725962951597154
2023-01-20,0.9859958863298359,190.77744563796327,-163.93080397772542,-273.61155978626283,0.11556879735878599,-7871.327576774654
2023-01-23,0.9222443233092109,251.198484341179,-220.33455651440863,612.7532058810858,0.10468543509425123,15793.673756307848
2023-01-24,1.3816047595529892,277.1201986168222,-256.1312642332357,930.9156530076733,0.11380683211725327,405036.3761666971
2023-01-25,0.8838668321975794,323.50664884158095,-289.62026303932845,907.5389048464284,0.0971703128334914,20753.70345097537
2023-01-26,0.8632751803791486,381.1462683199202,-344.9108098609404,614.7232823270313,0.09235445998571816,13534.926556897986
2023-01-27,1.4119553380192016,460.219172563277,-435.9291840346362,309.64453112359865,0.09940646482646771,-161098.23279090493
2023-01-30,1.265450292399997,1719.9816848105797,-1681.9380045435487,5751.299505742065,0.07360154686101507,818887.3637588754
2023-01-31,144.71250531124147,-141.8100329504365,-269.97925957735004,746.424996840839,-178.5318619257395,-799.1716919222264
2023-02-01,112.17506673246719,-109.27151419980991,-219.46131454856317,661.3030815012373,-163.19449570032046,-742.8342199638172
2023-02-02,42.27145342597057,-39.89317679889449,-2.4248518647880775,41.55821987558696,-1154.6928070482484,-2034.3804333249561
2023-02-03,40.238419447044905,-37.854686523402854,-4.1721387457573424,56.75067369289518,-1166.1688340507674,-2398.4141524522165
2023-02-06,115.32098839579788,-112.37877519353437,-213.96359837148708,618.5611638551869,-157.6489825435862,-712.7329822667912
2023-02-07,118.79091479619828,-115.84357054591302,-193.41276559095053,574.3146320704633,-149.813994159039,-775.0321119968861
2023-02-08,32.09755885757179,-29.688274410923896,-8.103727795350062,66.54638472020599,-818.6147486565606,-2485.0718488871407
2023-02-09,1.215321988471416,32.20752134318097,59.107088756608064,34.001763586535596,0.028540811020784283,0.02773560847493503
2023-02-10,1.2224819508387468,33.91142394251372,63.519068483826736,36.51970002750668,0.026602397646924056,0.02619135244728972
2023-02-13,1.216199056121597,34.59773856242384,64.80077314200697,36.73039854406054,0.026509687411874375,0.025502164490788164
2023-02-14,1.219955990162557,35.506882844659856,66.60930485098834,35.98126535354433,0.026165788435761752,0.025113095799296638
2023-02-15,1.2140382247629906,34.01336296304052,63.399803528783096,35.537780579827505,0.02717629606097049,0.026450979897300882
2023-02-16,1.2187993376352289,35.35731891671989,66.88523913100353,38.27909371211733,0.02574204974661573,0.025017696911076425
2023-02-17,1.2205545311108086,34.133683341827904,63.80411432599389,36.35544615017025,0.026967745809510717,0.026220403959167637
2023-02-20,1.209142122061816,36.41046400677517,69.04557375385617,39.48324610122604,0.025117299387591795,0.024705391307117467
2023-02-21,1.2190905135347014,35.2542959221853,66.48242303254149,37.553568774798464,0.026201180442343194,0.025494985328130812
2023-02-22,1.212992735936834,35.71373473269806,67.69894931209754,38.82004264473983,0.025743247335629372,0.025077828915658067
2023-02-23,1.2122459511102253,37.275586417363485,71.2487390469765,40.94549641606359,0.02447875670459647,0.024111641541918135
2023-02-24,1.216095483364582,37.34876879675589,71.64040283604874,40.951805591143426,0.02443850095852449,0.024038538861549948
2023-02-27,1.2169366470383265,36.46315151996352,69.1070442648315,39.90295961214789,0.025425041687585265,0.024749334537265275
2023-02-28,1.2134931761628898,37.08002796150377,70.68455199743661,39.720826901324926,0.02516184413886231,0.02446159489141879
2023-03-01,1.220287567300955,38.18541254664085,73.76443057385296,42.18999883960524,0.02403754425324554,0.02359353224681208
2023-03-02,1.2207316006015287,38.50091200376237,74.29133908682857,41.506360341809334,0.02411919966784508,0.023483561837318107
2023-03-03,1.2190364886721023,39.6291712853142,77.26389901611819,43.58906930804717,0.023183230570198617,0.0228499100256158
2023-03-06,1.2079198577477397,38.75389193979575,74.7299118977777,43.05958065735853,0.02410605838760654,0.023453009703088484
2023-03-07,1.2004045830215762,38.826031738682346,75.08177803330437,43.101296754516724,0.02413972019524827,0.02349373991192802
2023-03-08,1.1873468709891362,41.3975393359086,81.3164250977267,45.988569887569305,0.022463266699984094,0.022127864255765815
2023-03-09,1.1919140200561815,39.88422617323802,77.2094626500634,44.26624517457288,0.02355733013542661,0.02292130718721503
2023-03-10,1.1738001769459203,40.734344390391314,79.06351925970058,45.56346967490622,0.023068620979918852,0.022482055546974695
2023-03-13,1.1508155712481554,42.96712190730497,84.53848585541127,48.3447866702349,0.021838686513931282,0.02123154462876083
2023-03-14,1.1584868053558812,43.5436669593181,86.42788895367401,48.49886844922413,0.02149620235363564,0.020910505034045304
2023-03-15,1.138832792664627,41.72855694854483,80.96436103125374,47.25188764593314,0.022666968281907427,0.022074876643820227
2023-03-16,1.1371810051924394,43.46360524281784,85.31360948971968,48.95130745815041,0.02164481535050025,0.02124033737380752
2023-03-17,1.129305745266132,43.50525397845496,85.32451224890632,48.73272455005439,0.02175243503487104,0.021182914910665752
2023-03-20,1.133911751405563,45.66611771644804,90.50575222361894,50.016626630676406,0.02071014798434737,0.020355270734194714
2023-03-21,1.1352893009951208,44.57220913886481,88.32514152614503,51.1965732066187,0.02100151435990669,0.020477589031702343
2023-03-22,1.1405745298422765,45.28494736445408,90.31698758115161,51.8803755228568,0.020615587860547863,0.02010215367807036
2023-03-23,1.130967846050002,44.75723573184425,88.7506278726727,50.82596167478979,0.021013705613621307,0.020483823206433886
2023-03-24,1.1206886967112342,46.1963412077625,92.04504616152438,52.98329738448175,0.0203034428085482,0.019787819926675606
2023-03-27,1.1221237303832001,45.86410342287951,90.87198826474105,53.200461994448304,0.020478164333977054,0.019954515179477918
2023-03-28,1.126523338345672,47.14789899607934,94.38900851892546,55.026408269302145,0.019784905486599065,0.019284960772069273
2023-03-29,1.1211343915748242,46.955604116001595,93.64352194478026,54.60962118841677,0.01995475373805927,0.019444695702408008
2023-03-30,1.123494669329539,48.30699868325049,97.24110333626753,56.09630500310817,0.01931939962611376,0.01883909465401525
2023-03-31,1.125377513528706,48.68268383945025,98.1199496545586,56.12649750066942,0.019201771447507773,0.018735494446193983
2023-04-03,1.106080376826769,49.58863674697082,100.32843430328634,58.53392668321853,0.018789187338246215,0.018331568416772002
2023-04-04,1.1077635034600035,51.76751361419989,105.44713726808037,61.1845541461994,0.017951548136116373,0.017476270772749197
2023-04-05,1.109479547211149,52.10195736587609,106.46965518944472,60.396485179966966,0.01791131876440486,0.01743108058570537
2023-04-06,1.107407594584258,51.676899548820636,105.21884189803818,60.39844209508585,0.018056762198454993,0.017609363688073993
2023-04-11,1.1113706425049203,53.64077236914146,110.14536387198864,63.97800333467502,0.01727846758884095,0.01685209871272918
2023-04-12,1.1125902411101516,55.97609260466636,116.09707443176902,65.3899414500832,0.01658856783122992,0.01614833322655817
2023-04-13,1.116014594509172,53.639672021197576,110.07030045142655,63.899261830978354,0.017304310016435686,0.016876529252430918
2023-04-14,1.1244348351421618,55.30331855160364,114.43111325182758,66.59669721182229,0.016665762171614102,0.016229902849329455
2023-04-17,1.1286451203604981,56.49847512442775,116.77522134554837,67.85125201968765,0.016352101842539657,0.015963886134079345
2023-04-18,1.1313012032023457,91.2091320461153,202.64682915486935,1.0174000692691838,0.013333094615259833,-0.00011806656147439476
2023-04-19,1.1403117357205077,57.888158101880045,120.71282588856027,70.66302395825205,0.015829019739983345,0.015413799308145095
2023-04-20,1.13314570315615,57.09333932955426,118.2641754541533,69.31432054489258,0.016150486167368826,0.015737130707884937
2023-04-21,1.1309368888813804,60.68187429874829,127.72386039633972,74.6126514341554,0.015041233226890497,0.014651508379174838
2023-04-24,1.1273239881222068,61.27183468401558,128.85087025067028,75.36898166886701,0.01493341668158701,0.01458188951247034
2023-04-25,1.1191182755756308,63.93136805741744,135.4778401053582,79.203315611639,0.01421881414962507,0.014011224215244816
2023-04-26,1.1206853853795031,64.42970377919819,136.77586982517977,80.13177205935267,0.014090393530435513,0.013882053081029886
2023-04-27,1.1293402110410853,63.46032346513402,133.58036204919227,78.00396340875622,0.0144465056117917,0.014104506741287917
2023-04-28,1.1214839488399093,63.58119187589392,134.0231882718038,78.73175285426646,0.01440505568541399,0.014059990965548478
2023-05-02,1.1147540741041875,67.53554424558716,141.64243915706408,80.87645585070359,0.01377718218707281,0.013450106675061562
2023-05-03,1.1176789725143839,70.64789412329851,151.59243678049035,87.69287537536255,0.01293683297860914,0.012505436452189104
2023-05-04,1.1169773773623448,67.90741217823405,144.24243542333946,84.54783477295229,0.013490258605214642,0.013170448412377024
2023-05-05,1.124452507716636,69.20644567785351,146.1074279049974,85.82898967289599,0.013291290180162365,0.012974959358327187
2023-05-09,1.1265322958304873,75.45044574396975,161.90941861447135,95.11040058445033,0.012104176007279215,0.01172950062996754
2023-05-10,1.1224286916074522,-0.004157796608658758,0.012316740696947376,389.04293737998944,-8.45984990810178e-05,0.010265585467602251
2023-05-11,1.116417778876487,78.61808459592848,168.93499602324937,99.64716054589367,0.011627105218948835,0.011251133130987752
2023-05-12,1.1219884347415197,121.59504280891635,276.4528376246976,0.9286004209008666,0.01005078615893788,-0.00013995219503037948
2023-05-15,1.1265285534564744,80.72564128609895,174.12728590491167,101.9773239724565,0.011311511862695916,0.011053964693395835
2023-05-16,1.1492719758676186,84.0680005002564,181.53159985102795,104.3819334977019,0.010921879388465906,0.010578227052818353
2023-05-17,1.1495139599835964,81.46306025664491,173.05889825047004,103.42781316011272,0.011279803968217424,0.011001360506713556
2023-05-18,1.1638413673909533,86.65529660375063,188.15711149229293,107.71569015461253,0.010551617540699557,0.01028726975503026
2023-05-19,1.167051067076261,87.13247698015881,188.6111961816035,112.00980343167235,0.010436275339781968,0.010113902554632884
2023-05-22,1.1682090540561614,88.86758820796294,190.19259607511,114.40413797892133,0.010291908097435007,0.010055514439306433
2023-05-23,1.179744569597202,93.23327962818472,203.00595411452812,121.65649379939244,0.009669638993322066,0.009522348352745204
2023-05-24,1.1767582914251977,95.84214143901335,209.91032459070377,124.53285611116524,0.009448694588728495,0.009148794080813046
2023-05-25,1.1906047682065035,93.21408121533791,200.8240583546194,120.19599001912506,0.009790773485234076,0.00956404540650119
2023-05-26,1.1914793239285135,95.66496598789985,204.78391922614753,121.6019071312694,0.009619657479936592,0.009391562506777088
2023-05-30,1.1828286124808731,108.13066257447032,234.3948685596247,139.8058615760782,0.008478528743288907,0.008211242043445916
2023-05-31,1.174844401658252,109.58269484165034,237.3002423325315,142.18305993414003,0.008374798900163186,0.008111754937375123
2023-06-01,1.1696463903220078,112.45077373012037,242.83593516264938,147.60273675771103,0.008157288256538466,0.007898516672511392
2023-06-02,1.1714954582227928,110.49425428368228,234.25533834432983,143.75540870437288,0.008384960545523838,0.008188139703404897
2023-06-05,1.177970788606826,120.74848661480921,257.04309498831543,156.6740685761733,0.007684599244045194,0.007509635942877365
2023-06-06,1.1760636833882891,120.76102420998853,251.3718110599969,157.333496913981,0.007771289224411007,0.007581022945451829
2023-06-07,1.1783043842423933,124.8769273114553,265.82438651321695,164.1637043282101,0.0074186064137468834,0.0072502504347568865
2023-06-08,1.178186498136621,130.04919647523596,270.7075576396792,170.79712203268315,0.0072106800552001376,0.007045673493995679
2023-06-09,1.17086177003644,132.92303197838444,278.9048237529919,172.91746540109605,0.0070573644910366775,0.006896400095537635
2023-06-12,1.1718681524136931,144.80952311101606,301.26220964962175,191.45935181316477,0.0065001919862769575,0.0063342787389273755
2023-06-13,1.1765735423241475,150.25211792194443,312.6060553879455,199.57653604805722,0.006271160817426498,0.006079924223629581
2023-06-14,1.1696448445025946,156.58653146254628,323.10232478595896,207.3393229544404,0.006043626475209381,0.005897948685352736
2023-06-15,1.161419613721152,155.21888350102893,315.2502782140424,203.61091018540776,0.006167788144693689,0.006022535393772395
2023-06-16,1.1590535073023007,239.30513693592331,541.6932617794631,0.02272986981565737,0.005291692908105242,-0.00010992427899127188
2023-06-19,1.1563305736237461,179.89118891553076,347.9737654399948,234.88797590908848,0.005480158962883925,0.005340807530744917
2023-06-20,1.1499590821735812,202.11572906080804,368.5100159441485,257.06145929736306,0.0050470359913724295,0.004953441281309673
2023-06-21,1.1542629980020447,207.3005338954072,374.2754658434452,264.61699996004893,0.004942722549618188,0.004847506809949165
2023-06-22,1.1476572088795576,220.02206347602723,375.75976945330007,279.30822679799104,0.004789749365005784,0.004686952186524389
2023-06-23,1.1389250863086853,224.65784519918483,369.7836405270114,283.02651133198606,0.004794641666425406,0.004657836044613256
2023-06-26,1.923672904662877,-2.1468920145212786,-0.0556572231263032,1142.9950600021816,4.178531555193615,0.00378303824686914
2023-06-27,1.9169751565047697,-2.1539153984515336,-0.045178941370169624,1225.1499101106642,4.092958455053625,0.0035291640235318306
2023-06-28,1.9197146906513936,-2.1583780720530745,-0.0014926700323904768,1238.3545297911915,4.199737885367968,0.0034905361133207224
2023-06-29,1.9233589088876912,-2.169077813800888,0.0006055359337368627,1273.5150353350884,4.187525969969931,0.0033935480221604602
2023-06-30,1.9205494634556266,-2.1749297437667248,-0.0006948646509536789,1261.271916563408,4.13256621038147,0.003425782992053452
2023-07-03,1.9219775525878753,-2.1990505352282277,-0.0001645446760479741,1501.3820611129688,4.049269049079606,0.0028762836899136474
2023-07-04,1.918685444849378,-2.204042579212821,-0.0009074657314492163,1572.90877933538,4.015279281600337,0.0027449255187266645
2023-07-05,1.9327539819467068,-2.2257850392166834,-0.0004458311712331781,1576.0581294078438,4.0222819671945205,0.0027388284464563775
2023-07-06,1.978371928989734,-2.275445878010392,-0.00019272739231794426,1745.5462419699518,4.119562088838975,0.0024722549738092517
2023-07-07,1.9889786257179938,-2.2929960764462707,0.000442609134899055,1839.411899114146,4.13351735763369,0.002345443554730524
2023-07-10,1.983055073890823,-2.320148025834777,0.0006070140679749691,2139.1939416455357,3.9971141579127294,0.0020154901855125385
2023-07-11,1.9510778095965104,684.1393456418026,-352.5059760537073,-4.808841851043159,0.011357129196426395,1.6104309680580555
2023-07-12,0.7311783976846078,315.1742180067145,-183.80950773156295,-479.59665993332203,0.028986701366239376,-8177.321085467489
2023-07-13,1.3336021927280668,285.54519472589647,-212.1802165104256,-355.03497244896744,0.041876668537253296,-132948.97703986248
2023-07-14,1.33168008925528,311.68198006920267,-234.53861152080438,331.75415892468817,0.039980408012490226,138791.65556326008
2023-07-17,0.25792533763648984,881.4367039374225,-401.307128947644,5.058853112187223,0.008342205129425465,22.77724559164743
2023-07-18,1.4485028775524111,509.40240888837826,-447.0149452110904,-954.9713703962769,0.03831881681171712,-436742.74657586263
2023-07-19,1.2943816613507377,671.89307238659,-566.8331638316012,2342.4063712541783,0.029620203652882853,511395.79039680195
2023-07-20,1.2914803383079627,950.1827518599117,-828.8460631959337,1095.4267940882405,0.02625503977708065,255503.65432603352
2023-07-21,1.2269616297283825,129.21111866480274,197.476941041205,139.92544400426743,0.008194597632414967,0.007941623902594383
2023-07-24,1.225159965371524,138.05649510363722,207.76398949145508,149.16487307032403,0.007729569671143879,0.007529799203400746
2023-07-25,1.2266467525292575,141.72440645951528,210.12761112531416,151.2745383232427,0.007629105010079094,0.007364289362992901
2023-07-26,1.223978054856202,147.8544644886356,216.65201000288826,158.6323707029478,0.007343225376780624,0.007089859642917193
2023-07-27,1.2271679983283312,149.85570422666214,213.80535604945808,162.28768723006112,0.0073110745904769806,0.007050981951907554
2023-07-28,1.2284377653091985,156.3426550019701,214.26762382563012,167.8164994541468,0.0071427349640425805,0.006899411800722088
2023-07-31,1.2218779236290762,175.40440238388098,225.061931844798,189.86018120584862,0.006538841700389689,0.0062905079010372265
2023-08-01,1.540405555764979,58.42982360911836,-50.610766027481866,59.01320187383466,0.2124339038855393,-0.00013854086019730036
2023-08-02,1.9958618261885128,-2.068303705396543,-1.7682270064362502,162.9469587698961,2.6307676761239938,0.028266035439078015
2023-08-03,2.0240786439381084,-2.075949480908575,-1.843326158004264,167.4721207070916,2.640762766195659,0.027456879984924843
2023-08-04,1.5379969752879483,62.607323346208645,-54.24126282059446,47.509551220843214,0.20294489367518387,-3.69317417297373e-05
2023-08-07,2.0066539817726228,-2.0217232235692104,-1.9293750349655316,187.99952413321657,2.571785436375639,0.02439455742255059
2023-08-08,1.9841964178225293,-1.9934407398562377,-1.9252498868778463,193.94714055557841,2.540328437866829,0.02363883551731251
2023-08-09,1.9805440601313322,-1.980053951112441,-1.942558689610851,200.38142704443592,2.5298226330429143,0.022863057398346254
2023-08-10,1.9794782636493673,-1.9672326179389379,-1.9685227543067965,207.3054170260758,2.5195428177436194,0.022079956430320978
2023-08-11,2.0147076273588356,-1.9824752127430085,-2.049561385225072,214.8510019723065,2.527352843850528,0.021271989782642595
2023-08-14,2.0122562436930016,-1.9393205759227137,-2.1480406165263313,240.98377578053294,2.4733666433988533,0.018912975975475543
2023-08-15,2.015531043323345,-1.928173084159009,-2.1839200273334294,251.27181603199827,2.4614182225213868,0.01811913977506307
2023-08-16,2.023045631643339,-1.9205467366163889,-2.224306701395636,262.5031985372242,2.4572990463042705,0.017325172277491183
2023-08-17,2.04411451201062,-1.924205230453983,-2.2823179085667875,274.86855778941424,2.4609770625387997,0.016524617156791644
2023-08-18,2.0356726198354442,-1.9035509264120385,-2.2957151168314702,288.3803035005075,2.4474466099831855,0.015736179024985655
2023-08-21,2.037773672833231,-1.8540683003242502,-2.4114490951377094,338.7723487767944,2.3994304351990903,0.013349805681001851
2023-08-22,2.0194859263910168,-1.8194638844423865,-2.42797236272652,359.78371532558873,2.36774225350176,0.012556717316159581
2023-08-23,1.4772235165028884,123.34972263223149,-108.63423348498375,-256.0925960154687,0.1388760552996766,-175342.24012809378
2023-08-24,0.9075945794348877,135.02646917678737,-108.02343391275639,-384.7863388070726,0.11689856166645005,-8200.57625422769
2023-08-25,1.9605021680694175,-1.7056770056250237,-2.4754556338392493,442.45206805184915,2.2740969752429065,0.010174787899807447
2023-08-29,0.8923573150924271,195.8924858164711,-164.02163184898836,442.542910646698,0.10103075673062183,9232.215783924534
2023-08-30,0.8872011687906842,216.78609267393412,-183.60546757359955,296.523219759815,0.0975237303714047,6148.259728410489
2023-08-31,1.4242676358358581,238.42081681799195,-217.61215004848586,-1701.6298808717681,0.1071270713679725,-521900.20298490353
2023-09-01,0.8827841382749771,278.63022937211133,-242.4706803227891,1092.282614591105,0.09014295461422793,22571.56770208777
2023-09-04,1.492541355310528,514.7216669371988,-489.91273786347506,-1180.8656703836243,0.08709512243986839,809311.8866827942
2023-09-05,1.4730153130111643,752.4070134935774,-726.6265200076266,-568.0341989026426,0.0814462096862948,-264533.1295204659
2023-09-07,1.2798370544233844,40.756201762622396,65.95704080740904,40.40212714510588,0.024488339540826333,0.023530166991464315
2023-09-08,1.2718461930873313,40.481014780653545,64.39598316896422,37.91315498623232,0.025253493297804967,0.02446242046994291
2023-09-11,1.2746320481125364,42.35353175085892,68.802219993332,41.724035021533425,0.023686064889782067,0.022934813963290945
2023-09-12,1.2675936833627286,43.61370666876345,70.94390810133613,42.37019509464326,0.023143430048659798,0.02242167282134065
2023-09-13,1.257318880584033,43.51583756581377,71.093860395086,43.23605770867505,0.023103019765721287,0.022392098832527234
2023-09-14,1.2466248041682033,43.93138550339063,71.47353976208028,43.74863755548514,0.02293863311348165,0.02248487634939211
2023-09-15,1.2552036930003092,43.51564853013075,71.08837214438046,43.774172984832596,0.023102524411007193,0.022410958084230617
2023-09-18,1.255071359212115,44.62273331371702,73.12393243443645,44.80464484329521,0.022619999952814624,0.021934507734314546
2023-09-19,1.2495426332741153,45.54133256317253,74.80624962769936,45.49223556001761,0.02223173571761014,0.021565607461346725
2023-09-20,1.2403838129226865,45.15910530003448,72.96420614457006,44.142935486441814,0.022805438722797052,0.022112437133337687
2023-09-21,1.2430943753991903,45.043174159260786,73.32000470023706,45.25347463967844,0.022642387700382127,0.02195760936825547
2023-09-22,1.2413841126309733,46.27016316111239,75.72054571902005,45.711572668674016,0.022126619492664267,0.021469304406404485
2023-09-25,1.2464543471071468,47.194479395261546,78.27124900145401,47.921333696971686,0.02153102619927488,0.020720916419365836
2023-09-26,1.2463260678975439,47.50384205770374,78.07869543091255,48.05338460127288,0.021488372769952243,0.02084631987274113
2023-09-27,1.2432488502640306,48.55979558855415,80.51380680848628,49.00137480388024,0.020953990251565385,0.020506096386737237
2023-09-28,1.2614748295844986,48.5839818882584,80.43121128042927,49.44769364776415,0.02095844853587696,0.02017502098673919
2023-09-29,1.2499080804440956,49.512172479610484,81.9080360801779,50.57930905264965,0.020640321042656323,0.019846977968488964
2023-10-02,1.2606957738580202,48.45880065178446,79.50399229000374,49.02764399026637,0.02123952676071,0.02059759304694322
2023-10-03,1.2633327200391857,50.28001327782603,83.62294083945898,52.20944375777981,0.020219672684744987,0.01962817994043795
2023-10-04,1.2617391615552085,50.62813085386702,83.98486560034118,52.18765558439452,0.020188699150519178,0.01959101084079277
2023-10-05,1.2568409241150063,51.8042750885624,86.93699342344848,53.73122871276634,0.019653932049673747,0.019042939118220057
2023-10-06,1.2630945642958642,51.43913703097718,85.58065282292584,52.48863574848382,0.019958861836061742,0.019374039252496783
2023-10-09,1.251789702682688,54.15412631210879,90.66953436089915,55.957677778379015,0.018985091433625714,0.01842319040320763
2023-10-10,1.244762045291218,55.05839839350952,92.5714607074033,57.61132029796995,0.01867590137918624,0.017966168782015696
2023-10-11,1.2591573374876965,54.929787488932824,91.9065931520525,55.912865592246526,0.018832956229984196,0.018416031271701522
2023-10-12,1.2677055493389557,55.14611408895051,91.3704686086516,54.67237155548159,0.019018946694826826,0.01846410750343923
2023-10-13,1.2643242510670973,57.449944631943026,96.53105552393843,57.39553524568264,0.0181523918903647,0.017596893412620305
2023-10-16,1.2706259945462246,58.392803057538146,97.8735310325855,60.09337937740449,0.01781816001592585,0.017267382874743876
2023-10-17,1.2735314563230988,59.292103712556546,99.74392001693539,61.05139310184879,0.017532263216432947,0.017018704388630547
2023-10-18,1.282741916358223,56.63319350469247,93.98471649003582,58.019951327406766,0.018509988109901742,0.017939556565654498
2023-10-19,1.2866154372420482,60.350513362195535,102.42193616369714,61.9184711606437,0.017203030077064717,0.01668556213393778
2023-10-20,1.2885664530617775,61.001660604596246,103.38304802398908,63.27369930103493,0.01704133343431735,0.016393607341792852
2023-10-23,1.2791590731837619,62.44664817953972,106.86480161526345,65.0852705213087,0.01663739262382552,0.01613101454171445
2023-10-24,1.2703959647460576,63.22406958567715,107.44038681242205,65.76439537004121,0.016549355230458685,0.01604201020478262
2023-10-25,1.272121204748792,95.23451014267566,171.20212200725052,1.4890647907015873,0.014583974663084542,-4.4813665208087716e-05
2023-10-26,1.271047830631475,65.11772434646409,110.75416801761496,68.2462435608019,0.016038636219994188,0.015718984019603238
2023-10-27,1.262968663578467,64.16151768761702,108.40846651524929,67.76100527082734,0.0163801212931303,0.015914043447096477
2023-10-30,1.2590375932867963,66.55990001029717,111.83196607282449,69.96829590650945,0.015956295256848343,0.015483005070236887
2023-10-31,1.2502322930299554,68.876735801236,116.87169177287427,72.41430798262608,0.015402335149343537,0.014931707622371577
2023-11-01,1.245187135748227,70.19689893677098,119.64198803150013,73.717225692846,0.015118085211186358,0.01468329654985519
2023-11-02,1.2338794489974525,68.70679878510028,114.71774891338214,71.44053485011968,0.01569194613952066,0.015221884983032962
2023-11-03,1.2219953193517972,71.5503266138519,120.64731940539639,76.07102823152664,0.014929345417151303,0.014589238758940266
2023-11-06,1.2241236875000943,75.0115364924813,126.6174481548158,79.1232516747349,0.014361009894941563,0.013958414568339836
2023-11-07,1.2124212830452124,73.9909787294571,123.81986578918364,78.96788828392495,0.014620237668759781,0.014199340134985207
2023-11-08,1.2051514573634408,78.23050042467466,132.31742857575983,84.04183918748919,0.01377749556337567,0.013366363205829061
2023-11-09,1.207314453751037,78.68811890009711,133.36904153961677,84.8603247006881,0.013690383873432684,0.013282674919076276
2023-11-10,1.2102458096938828,79.49019678205882,134.90250249306882,85.3820964277012,0.013579956031537867,0.013171103173995528
2023-11-13,1.2052622065152676,80.1238996322356,134.135534016232,85.3634777817541,0.013665014293031207,0.013270291043255087
2023-11-14,1.1850382626355014,84.38662146924715,141.95507208997054,91.25635404417906,0.01297310771962764,0.012501594097003616
2023-11-15,1.212009639674251,83.47297491501502,137.83232084317248,87.09006134529105,0.013317345771158732,0.012919039344676432
2023-11-16,1.2019281670269564,86.543645849501,142.78906469279008,89.29926647944858,0.012925625330114845,0.012539601290646999
2023-11-17,1.2004661883853558,88.77783129555358,149.89040138719446,96.07753842485855,0.01229462539257648,0.012047613571216635
2023-11-20,1.1978951270176375,89.47020456081391,147.0849213816037,94.3472032140666,0.0125444724248783,0.01216563099115489
2023-11-21,1.1944572611701643,93.7493449879847,157.1859988013542,102.09271631181281,0.011755570609144816,0.011500717526266448
2023-11-22,1.2033854507416923,95.5102109800185,161.993116981028,103.96153577100092,0.011542440702779414,0.011115935017891187
2023-11-23,1.2109856115379778,94.57722090821335,158.26415450902437,101.49773369831021,0.011759862681934716,0.011419281820115066
2023-11-24,1.2152930060511224,96.46675088656309,160.9775815837811,104.70726230049337,0.011521367720491803,0.011191636385615508
2023-11-27,1.2047949448290898,100.5646511443015,165.45889652100323,107.23832466133567,0.011252751315654898,0.010920618746753657
2023-11-28,1.2009707194327441,104.02731469098951,172.55593084382002,113.88289667891969,0.010786039678335236,0.010450882904817731
2023-11-29,1.1949547884064524,107.51338260669384,178.63441423718018,116.40027241091916,0.01048451322865873,0.010161021969640655
